id,SMILES,qed,logp,molwt,HBA,HBD,TPSA,NumRotBonds,IE,Concentration_mM,N_count,S_count,O_count,P_count,dipole_moment,HOMO,LUMO,HOMO-LUMO Gap,Ionization Potential,Electron Affinity,Electronegativity,Hardness,Softness,Electrophilicity,Electron Donor Capacity,Electron Acceptor Capacity,vdw_volume,vdw_surface_area,LD50_log10_predicted,LD50_predicted,GHS_category,Skeleton_SMILES
978,c1ccc2c(c1)OCCOCCOCCOCCOc1ccccc1-c1nnc-2s1,0.540671571,3.6931,428.51,8,0,71.93,0,0.989,0.05,2,1,5,0,4.953,-0.23141,-0.05163,0.17978,0.23141,0.05163,0.14152,0.08989,11.12470798,0.111402327,0.297867327,0.014827327,3802.948,3807.173256,3.026623015,1063.219701,4,c1ccc2c(c1)OCCOCCOCCOCCOc1ccccc1-c1nnc-2s1
753,c1ccc2c(c1)OCCOCCOc1ccccc1-c1nnc-2s1,0.625012759,3.6599,340.404,6,0,53.47,0,0.989,0.1,2,1,3,0,4.1296,-0.22488,-0.05013,0.17475,0.22488,0.05013,0.137505,0.087375,11.44492132,0.10819814,0.28939064,0.01438064,2610.295,2611.93704,2.996024617,990.8881088,4,c1ccc2c(c1)OCCOCCOc1ccccc1-c1nnc-2s1
67,CCN(CC)c1ccc(/C=N\c2nnc(S)s2)cc1,0.677909483,3.4236,292.433,6,1,41.38,5,0.989,3.0,4,2,0,0,6.7383,-0.2012,-0.05202,0.14918,0.2012,0.05202,0.12661,0.07459,13.40662287,0.1074547,0.2713597,0.0181397,2017.009,2018.563561,2.992901994,983.7890722,4,C(=N\c1nncs1)\c1ccccc1
345,NCCOCc1ccc(O)c2ncccc12,0.761334114,1.4157,218.256,4,2,68.37,4,0.989,1.0,2,0,2,0,3.9154,-0.20775,-0.06543,0.14232,0.20775,0.06543,0.13659,0.07116,14.05283867,0.131090698,0.303260698,0.030080698,1958.37,1959.41928,2.926310034,843.9370115,4,c1ccc2ncccc2c1
897,NCCOCc1ccc(O)c2ncccc12,0.761334114,1.4157,218.256,4,2,68.37,4,0.989,0.1,2,0,2,0,3.9154,-0.20775,-0.06543,0.14232,0.20775,0.06543,0.13659,0.07116,14.05283867,0.131090698,0.303260698,0.030080698,1958.37,1959.41928,2.926310034,843.9370115,4,c1ccc2ncccc2c1
171,CC(=O)N1N=C(Cn2cncn2)OC1c1ccc([N+](=O)[O-])cc1,0.615241469,1.0773,316.277,8,0,115.75,4,0.988,1.0,6,0,4,0,7.1838,-0.24073,-0.09624,0.14449,0.24073,0.09624,0.168485,0.072245,13.84178836,0.196464774,0.401072274,0.064102274,2372.367,2368.452576,3.214657636,1639.29697,4,c1ccc(C2NN=C(Cn3cncn3)O2)cc1
294,COc1ccc(C(=O)CSc2nnc(Cn3cncn3)[nH]2)cc1,0.516573031,1.4281,330.373,8,1,98.58,7,0.987,1.0,6,1,2,0,2.5323,-0.22613,-0.0503,0.17583,0.22613,0.0503,0.138215,0.087915,11.37462322,0.10864691,0.29081941,0.01438941,2431.954,2426.214273,3.023970336,1056.745327,4,O=C(CSc1nnc(Cn2cncn2)[nH]1)c1ccccc1
165,CC(=NOCn1cnnc1)c1ccc(Cl)c(Cl)c1,0.640663597,2.9832,285.134,5,0,52.3,4,0.987,1.0,4,0,1,0,,,,,,,,,,,,,1938.348,1938.101661,2.993913234,986.0824598,4,C(=NOCn1cnnc1)c1ccccc1
752,c1ccc2c(c1)OCCOc1ccccc1-c1nnc-2s1,0.635027937,3.6433,296.351,5,0,44.24,0,0.986,0.1,2,1,2,0,3.0078,-0.22797,-0.06955,0.15842,0.22797,0.06955,0.14876,0.07921,12.6246686,0.139689039,0.328054039,0.030534039,2517.048,2522.02716,2.919582106,830.9638022,4,c1ccc2c(c1)OCCOc1ccccc1-c1nnc-2s1
173,CC(C)(C)c1ccc(CSc2nnc(Cn3cncn3)o2)cc1,0.668987264,3.2992,329.429,7,0,69.63,5,0.986,1.0,5,1,1,0,4.4939,-0.23519,-0.03953,0.19566,0.23519,0.03953,0.13736,0.09783,10.22181335,0.09643141,0.28270641,0.00798641,2866.586,2870.498068,2.697419549,498.2181548,4,c1ccc(CSc2nnc(Cn3cncn3)o2)cc1
230,CCCCCCCCCCCCCCCC[N+](C)(C)CCCNC(=O)CCCCCCCCCCCCCCC.[Br-],0.056274874,8.5357,645.94,1,1,29.1,33,0.985,1.0,2,0,1,0,6.961,-0.00504,0.04595,0.05099,0.00504,-0.04595,-0.020455,0.025495,39.22337713,0.008205668,0.000498168,0.041408168,,,3.127481362,1341.162377,4,
231,CCCCCCCCCCCCCCCC[N+](C)(C)CCCNC(=O)CCCCCCCCCCCCCCC.[Br-],0.056274874,8.5357,645.94,1,1,29.1,33,0.985,1.0,2,0,1,0,6.961,-0.00504,0.04595,0.05099,0.00504,-0.04595,-0.020455,0.025495,39.22337713,0.008205668,0.000498168,0.041408168,,,3.127481362,1341.162377,4,
977,c1ccc2c(c1)OCCOCCOCCOc1ccccc1-c1nnc-2s1,0.589240935,3.6765,384.457,7,0,62.7,0,0.985,0.05,2,1,4,0,2.358,-0.23168,-0.04916,0.18252,0.23168,0.04916,0.14042,0.09126,10.95770327,0.108030771,0.294080771,0.013240771,3408.853,3416.850468,3.026623015,1063.219701,4,c1ccc2c(c1)OCCOCCOCCOc1ccccc1-c1nnc-2s1
85,CCN(CC)c1ccc(/C=N\c2nnc(S)s2)cc1,0.677909483,3.4236,292.433,6,1,41.38,5,0.985,2.0,4,2,0,0,6.7383,-0.2012,-0.05202,0.14918,0.2012,0.05202,0.12661,0.07459,13.40662287,0.1074547,0.2713597,0.0181397,2017.009,2018.563561,2.992901994,983.7890722,4,C(=N\c1nncs1)\c1ccccc1
368,O=C(CSc1nnc(Cn2cncn2)o1)c1ccccc1,0.505418045,1.6844,301.331,8,0,86.7,6,0.984,1.0,5,1,2,0,4.8401,-0.2437,-0.06687,0.17683,0.2437,0.06687,0.155285,0.088415,11.31029803,0.136365047,0.335857547,0.025287547,2274.695,2269.56926,2.927793805,846.8252614,4,O=C(CSc1nnc(Cn2cncn2)o1)c1ccccc1
361,O=C(C=Cc1ccc(F)cc1)c1ccc(OCn2cncn2)cc1,0.515505197,3.3498,323.327,5,0,57.01,6,0.983,1.0,3,0,2,0,2.3512,-0.22903,-0.06768,0.16135,0.22903,0.06768,0.148355,0.080675,12.3954137,0.136406607,0.325099107,0.028389107,2809.596,2808.43731,2.95441108,900.349401,4,O=C(C=Cc1ccccc1)c1ccc(OCn2cncn2)cc1
896,NCCNCc1ccc(O)c2ncccc12,0.667781837,0.9887,217.272,4,3,71.17,4,0.982,0.1,3,0,1,0,3.7019,-0.20244,-0.04967,0.15277,0.20244,0.04967,0.126055,0.076385,13.09157557,0.104011671,0.268259171,0.016149171,1911.28,,2.881290864,760.8356672,4,c1ccc2ncccc2c1
1069,CCCCCCCCCCCCCCCCC1=NCCN1CCNCCNCC[N+](CCC(=O)c1ccccc1)(CCC(=O)c1ccccc1)C(Cl)c1ccccc1,0.020655321,11.0515,813.636,6,2,73.8,34,0.982,0.03,5,0,2,0,9.0393,-0.06002,-0.04127,0.01875,0.06002,0.04127,0.050645,0.009375,106.6666667,0.136795521,0.192128021,0.090838021,7993.341,8004.023923,2.493314886,311.3973308,4,O=C(CC[N+](CCNCCNCCN1C=NCC1)(CCC(=O)c1ccccc1)Cc1ccccc1)c1ccccc1
291,COc1ccc(/C=C/C=N/c2c(C)n(C)n(-c3ccccc3)c2=O)cc1,0.65715307,3.90872,347.418,5,0,48.52,5,0.9814,1.0,3,0,2,0,2.8137,-0.19358,-0.0506,0.14298,0.19358,0.0506,0.12209,0.07149,13.98797035,0.10425212,0.26208712,0.01790712,3362.057,3354.74838,3.307847199,2031.642079,5,O=c1c(/N=C/C=C/c2ccccc2)c[nH]n1-c1ccccc1
545,CCCCCCCCCCCCCCCC[N+](C)(C)CCCNC(=O)CCCCCCCCCCCCCCC.[Br-],0.056274874,8.5357,645.94,1,1,29.1,33,0.981,0.5,2,0,1,0,6.961,-0.00504,0.04595,0.05099,0.00504,-0.04595,-0.020455,0.025495,39.22337713,0.008205668,0.000498168,0.041408168,,,3.127481362,1341.162377,4,
546,CCCCCCCCCCCCCCCC[N+](C)(C)CCCNC(=O)CCCCCCCCCCCCCCC.[Br-],0.056274874,8.5357,645.94,1,1,29.1,33,0.981,0.5,2,0,1,0,6.961,-0.00504,0.04595,0.05099,0.00504,-0.04595,-0.020455,0.025495,39.22337713,0.008205668,0.000498168,0.041408168,,,3.127481362,1341.162377,4,
398,Oc1ccc(Cc2ccccc2)c2cccnc12,0.736698634,3.5312,235.286,2,1,33.12,2,0.9806,1.0,1,0,1,0,2.8992,-0.20074,-0.05935,0.14139,0.20074,0.05935,0.130045,0.070695,14.14527194,0.119610312,0.285002812,0.024912812,1986.821,1987.406873,3.048359962,1117.789336,4,c1ccc(Cc2cccc3ncccc23)cc1
394,O=S(=O)(O)c1c(Cc2ccc3ncccc3c2)c(S(=O)(=O)O)c(S(=O)(=O)O)c(S(=O)(=O)O)c1S(=O)(=O)O,0.218398214,0.0591,619.607,11,5,284.74,7,0.9803,1.0,1,5,15,0,3.2659,-0.23756,-0.1487,0.08886,0.23756,0.1487,0.19313,0.04443,22.50731488,0.419752385,0.635097385,0.248837385,3345.909,3354.399291,3.676252004,4745.17249,5,c1ccc(Cc2ccc3ncccc3c2)cc1
1100,c1ccc2c(c1)OCCOCCOCCOCCOc1ccccc1-c1nnc-2s1,0.540671571,3.6931,428.51,8,0,71.93,0,0.98,0.01,2,1,5,0,4.953,-0.23141,-0.05163,0.17978,0.23141,0.05163,0.14152,0.08989,11.12470798,0.111402327,0.297867327,0.014827327,3802.948,3807.173256,3.026623015,1063.219701,4,c1ccc2c(c1)OCCOCCOCCOCCOc1ccccc1-c1nnc-2s1
164,CC(=NOCn1cnnc1)c1cc(Cl)ccc1Cl,0.640663597,2.9832,285.134,5,0,52.3,4,0.98,1.0,4,0,1,0,,,,,,,,,,,,,2516.296,2519.530992,2.993913234,986.0824598,4,C(=NOCn1cnnc1)c1ccccc1
371,O=C(O[K])C(Cc1c[nH]c2ccccc12)/N=C\\C=C\\c1ccccc1,0.542892761,3.4899,356.466,3,1,54.45,6,0.98,1.0,2,0,2,0,10.5316,-0.15795,-0.05958,0.09837,0.15795,0.05958,0.108765,0.049185,20.33140185,0.120258465,0.253615965,0.036085965,2608.406,2623.31088,2.966499673,925.762688,4,C(/C=C/c1ccccc1)=N/CCc1c[nH]c2ccccc12
365,O=C(Cn1cncn1)N1CCC(c2ccccc2)=N1,0.818707363,0.9147,255.281,5,0,63.38,3,0.98,1.0,5,0,1,0,4.9974,-0.2196,-0.05613,0.16347,0.2196,0.05613,0.137865,0.081735,12.23466079,0.11627062,0.29500312,0.01927312,1809.362,1804.81409,2.89287473,781.4023811,4,O=C(Cn1cncn1)N1CCC(c2ccccc2)=N1
470,COc1ccc(/C=C/C=N/c2c(C)n(C)n(-c3ccccc3)c2=O)cc1,0.65715307,3.90872,347.418,5,0,48.52,5,0.9796,0.75,3,0,2,0,2.8137,-0.19358,-0.0506,0.14298,0.19358,0.0506,0.12209,0.07149,13.98797035,0.10425212,0.26208712,0.01790712,3362.057,3354.74838,3.307847199,2031.642079,5,O=c1c(/N=C/C=C/c2ccccc2)c[nH]n1-c1ccccc1
567,COc1ccc(/C=C/C=N/c2c(C)n(C)n(-c3ccccc3)c2=O)cc1,0.65715307,3.90872,347.418,5,0,48.52,5,0.9782,0.5,3,0,2,0,2.8137,-0.19358,-0.0506,0.14298,0.19358,0.0506,0.12209,0.07149,13.98797035,0.10425212,0.26208712,0.01790712,3362.057,3354.74838,3.307847199,2031.642079,5,O=c1c(/N=C/C=C/c2ccccc2)c[nH]n1-c1ccccc1
1190,NCCNCc1ccc(O)c2ncccc12,0.667781837,0.9887,217.272,4,3,71.17,4,0.978,0.01,3,0,1,0,3.7019,-0.20244,-0.04967,0.15277,0.20244,0.04967,0.126055,0.076385,13.09157557,0.104011671,0.268259171,0.016149171,1911.28,,2.881290864,760.8356672,4,c1ccc2ncccc2c1
227,CCCCCCCCCCCCCCC1C=Nn2cnnc2N(CCCCCCCCCCCCCC)C1=O,0.109198832,9.8671,543.885,5,0,63.38,26,0.978,1.0,5,0,1,0,4.0625,-0.23613,-0.05638,0.17975,0.23613,0.05638,0.146255,0.089875,11.12656467,0.11900153,0.31019403,0.01768403,5825.899,5821.615344,2.84696499,703.0156449,4,O=C1CC=Nn2cnnc2N1
366,O=C(Cn1cncn1)NNC(=S)NC(O)c1ccccc1,0.341689578,-0.5355,306.351,6,4,104.1,4,0.978,1.0,6,1,2,0,2.7321,-0.21612,-0.03039,0.18573,0.21612,0.03039,0.123255,0.092865,10.7683196,0.081795052,0.251482552,0.004972552,2253.153,2252.058156,2.840868447,693.2157902,4,O=C(Cn1cncn1)NNC(=S)NCc1ccccc1
216,CCCCCCCCCC[N+](C)(C)c1ccc(/C=N/c2ccc(-c3ccc(/N=C/c4ccc([N+](C)(C)CCCCCCCCC)cc4)c(OC)c3)cc2OC)cc1.[Br-].[Br-],0.036562363,7.9051,934.987,4,0,43.18,26,0.9776,1.0,4,0,2,0,,,,,,,,,,,,,,,2.736467403,545.0889814,4,C(=N/c1ccc(-c2ccc(/N=C/c3ccccc3)cc2)cc1)\c1ccccc1
435,O=C(O[K])C(Cc1c[nH]cn1)/N=C\\C=C\\c1ccccc1,0.652647325,1.7317,307.394,4,1,67.34,6,0.977,1.0,3,0,2,0,12.8448,-0.1639,-0.06088,0.10302,0.1639,0.06088,0.11239,0.05151,19.41370608,0.122612232,0.260757232,0.035977232,1652.277,1631.17836,3.009680601,1022.540694,4,C(/C=C/c1ccccc1)=N/CCc1c[nH]cn1
393,O=S(=O)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,0.669269887,2.0746,362.403,6,0,77.66,8,0.976,1.0,0,1,6,0,7.358,-0.23173,-0.03501,0.19672,0.23173,0.03501,0.13337,0.09836,10.16673444,0.090420684,0.272970684,0.006230684,2602.083,2592.554714,3.011238405,1026.21511,4,O=S(=O)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1
342,Nc1nnc(S)s1,0.503862815,0.409,133.201,5,2,51.8,0,0.976,1.0,3,2,0,0,3.2902,-0.21612,-0.01978,0.19634,0.21612,0.01978,0.11795,0.09817,10.18641133,0.070857709,0.237892709,0.001992709,1091.512,,3.008974584,1020.879737,4,c1nncs1
118,BrCCCCOc1cccc2cccnc12,0.613785024,3.7887,280.165,2,0,22.12,5,0.975,1.0,1,0,1,0,3.8221,-0.2228,-0.06359,0.15921,0.2228,0.06359,0.143195,0.079605,12.562025,0.128790955,0.311788455,0.025398455,1569.891,1569.426208,2.966414494,925.5811349,4,c1ccc2ncccc2c1
