id,SMILES,qed,logp,molwt,HBA,HBD,TPSA,NumRotBonds,IE,Concentration_mM,N_count,S_count,O_count,P_count,dipole_moment,HOMO,LUMO,HOMO-LUMO Gap,Ionization Potential,Electron Affinity,Electronegativity,Hardness,Softness,Electrophilicity,Electron Donor Capacity,Electron Acceptor Capacity,vdw_volume,vdw_surface_area,LD50_log10_predicted,LD50_predicted,GHS_category,Skeleton_SMILES
351,O=[N+]([O-])c1ccc(N/N=C/c2ccc(O)cc2O)c([N+](=O)[O-])c1,0.434429161,2.3602,318.245,8,3,151.13,5,0.9389,1.0,4,0,6,0,7.5428,-0.22136,-0.11315,0.10821,0.22136,0.11315,0.167255,0.054105,18.48258017,0.258518021,0.452825521,0.118315521,2204.914,2204.9144,2.581611578,381.6028222,4,C(=N/Nc1ccccc1)\c1ccccc1
310,CSc1scc(C)[n+]1-c1ccccc1.[I-],0.421411397,0.05912,349.262,2,0,3.88,2,0.9386,1.0,1,2,0,0,,,,,,,,,,,,,,,2.793752019,621.9450547,4,c1ccc(-[n+]2ccsc2)cc1
863,COc1ccc(/C=C/C=N/c2c(C)n(C)n(-c3ccccc3)c2=O)cc1,0.65715307,3.90872,347.418,5,0,48.52,5,0.9385,0.1,3,0,2,0,2.8137,-0.19358,-0.0506,0.14298,0.19358,0.0506,0.12209,0.07149,13.98797035,0.10425212,0.26208712,0.01790712,3362.057,3354.74838,3.307847199,2031.642079,5,O=c1c(/N=C/C=C/c2ccccc2)c[nH]n1-c1ccccc1
439,COC(=O)C1=C(N)Oc2c(ccc3cccnc23)C1c1ccc(OC)cc1,0.720973739,3.111,362.385,6,1,83.67,3,0.938,1.0,2,0,4,0,1.6422,-0.20092,-0.0563,0.14462,0.20092,0.0563,0.12861,0.07231,13.82934587,0.11437237,0.27913737,0.02191737,2573.255,2565.6043,3.038270582,1092.120558,4,C1=CC(c2ccccc2)c2ccc3cccnc3c2O1
295,COc1ccc(C(C)=NOCn2cnnc2)cc1,0.59458768,1.685,246.27,6,0,61.53,5,0.938,1.0,4,0,2,0,7.6349,-0.22069,-0.03782,0.18287,0.22069,0.03782,0.129255,0.091435,10.93673101,0.09135919,0.26633169,0.00782169,1955.667,1950.034456,3.035906046,1086.190614,4,C(=NOCn1cnnc1)c1ccccc1
422,[N-]=[N+]=NCC(CCl)OCc1ccc(O)c2ncccc12,0.38276546,3.3747,292.726,4,1,91.11,6,0.938,1.0,4,0,2,0,5.9883,-0.20742,-0.05247,0.15495,0.20742,0.05247,0.129945,0.077475,12.90738948,0.108975173,0.277657673,0.017767673,2170.813,2164.836618,2.868695644,739.0871366,4,c1ccc2ncccc2c1
139,C=CCSc1nc2ccccc2[nH]1,0.595229684,2.841,190.271,2,1,28.68,3,0.937,1.0,2,1,0,0,1.9084,-0.20589,-0.00949,0.1964,0.20589,0.00949,0.10769,0.0982,10.18329939,0.059048554,0.215838554,0.000458554,1590.832,1594.157887,2.829420616,675.181627,4,c1ccc2[nH]cnc2c1
254,CCN(CC)CCOCc1ccc(O)c2ncccc12,0.788610417,2.7988,274.364,4,1,45.59,7,0.937,1.0,2,0,2,0,2.7138,-0.20133,-0.05433,0.147,0.20133,0.05433,0.12783,0.0735,13.60544218,0.111159924,0.275739924,0.020079924,2210.691,2210.439555,2.812631267,649.5779398,4,c1ccc2ncccc2c1
645,CCc1ccc(/C=N\NC(N)=S)cc1,0.447507069,1.4161,207.302,2,2,50.41,3,0.937,0.3,3,1,0,0,5.5467,-0.2026,-0.0538,0.1488,0.2026,0.0538,0.1282,0.0744,13.44086022,0.110451882,0.275851882,0.019451882,2017.055,2017.216062,1.768270606,58.65034971,3,c1ccccc1
1022,CCCCCCNc1nc(NCCCN(C)C)nc(Nc2nc3ccccc3[nH]2)n1,0.3143137,3.8473,411.558,8,4,106.68,13,0.9366,0.05,9,0,0,0,3.3121,-0.19612,-0.01469,0.18143,0.19612,0.01469,0.105405,0.090715,11.02353525,0.061236918,0.211999418,0.001189418,3916.577,3906.785232,2.885478789,768.2079355,4,c1ccc2[nH]c(Nc3ncncn3)nc2c1
451,O(CC1CO1)C[C@@H]1[C@@H](OCC2CO2)[C@H](OCC2CO2)[C@@H](OCC2CO2)[C@H](OC)O1,0.330442888,-0.8749,418.439,10,0,105.5,14,0.9365,1.0,0,0,10,0,4.0079,-0.24249,0.05479,0.29728,0.24249,-0.05479,0.09385,0.14864,6.727664155,0.029628036,0.197798036,0.010098036,3782.448,3791.518416,3.343914508,2207.570122,5,C(OC[C@H]1OC[C@H](OCC2CO2)[C@@H](OCC2CO2)[C@@H]1OCC1CO1)C1CO1
986,CC(=O)C(/N=N/c1ccccc1)=N\c1ccccc1,0.46018745,4.0895,251.289,3,0,54.15,3,0.9363,0.05,3,0,1,0,2.4957,-0.22379,-0.10166,0.12213,0.22379,0.10166,0.162725,0.061065,16.37599279,0.216813442,0.410070942,0.084620942,2039.873,2035.104585,2.901245948,796.6103553,4,C(=N/c1ccccc1)\N=N\c1ccccc1
972,c1cc(-c2nnc(-c3ccsc3)s2)cs1,0.686847503,3.9951,250.373,5,0,25.78,2,0.936,0.05,2,3,0,0,2.7791,-0.22895,-0.05769,0.17126,0.22895,0.05769,0.14332,0.08563,11.67815018,0.119938237,0.306073237,0.019433237,1543.418,1542.353652,2.842451823,695.7477694,4,c1cc(-c2nnc(-c3ccsc3)s2)cs1
457,Oc1c(CN2CCN(Cc3ccccc3)CC2)ccc2cccnc12,0.795439316,3.2582,333.435,4,1,39.6,4,0.936,1.0,3,0,1,0,2.0933,-0.1901,-0.056,0.1341,0.1901,0.056,0.12305,0.06705,14.9142431,0.112910533,0.269485533,0.023385533,2962.721,2962.289565,2.820110332,660.8613185,4,c1ccc(CN2CCN(Cc3ccc4cccnc4c3)CC2)cc1
138,C=C(C)n1c(=O)n(Cc2ccc(O)c3ncccc23)c2ccccc21,0.623885059,3.5957,331.375,5,1,60.05,3,0.936,1.0,3,0,2,0,2.7851,-0.2027,-0.05833,0.14437,0.2027,0.05833,0.130515,0.072185,13.85329362,0.117989646,0.284597146,0.023567146,2460.148,2461.3779,2.71065275,513.6328007,4,O=c1[nH]c2ccccc2n1Cc1cccc2ncccc12
27,CCCCCCn1cc[n+](C)c1.[I-],0.370191345,-1.1031,294.18,1,0,8.81,5,0.936,5.0,2,0,0,0,,,,,,,,,,,,,,,2.70196474,503.4597317,4,c1c[nH+]c[nH]1
636,c1cncc(-c2noc(-c3cccnc3)n2)c1,0.66715862,2.1936,224.223,5,0,64.7,2,0.9354,0.4,4,0,1,0,4.7809,-0.25378,-0.07789,0.17589,0.25378,0.07789,0.165835,0.087945,11.37074308,0.156354808,0.366162308,0.034492308,1613.319,,2.940753919,872.4768641,4,c1cncc(-c2noc(-c3cccnc3)n2)c1
251,CCN(CC)CCN1C(=O)C(=O)c2cc(Br)ccc21,0.780336143,2.3202,325.206,3,0,40.62,5,0.935,1.0,2,0,2,0,5.2138,-0.22696,-0.10315,0.12381,0.22696,0.10315,0.165055,0.061905,16.15378402,0.220040005,0.416047505,0.085937505,2746.644,2753.443227,2.907797748,808.7191881,4,O=C1Nc2ccccc2C1=O
167,CC(=NOCn1cnnc1)c1ccc(F)cc1,0.598539534,1.8155,234.234,5,0,52.3,4,0.935,1.0,4,0,1,0,5.9751,-0.23938,-0.04789,0.19149,0.23938,0.04789,0.143635,0.095745,10.44440963,0.107739377,0.299246877,0.011976877,1781.04,1781.569439,2.855040937,716.2109179,4,C(=NOCn1cnnc1)c1ccccc1
401,Oc1ccc(CNC(=S)N2CCN(c3ccccc3)CC2)c2cccnc12,0.683197649,3.1371,378.501,4,2,51.63,3,0.935,1.0,4,1,1,0,2.6201,-0.19275,-0.06241,0.13034,0.19275,0.06241,0.12758,0.06517,15.34448366,0.124878444,0.285043444,0.029883444,2792.066,2787.65774,2.853977643,714.4595464,4,S=C(NCc1cccc2ncccc12)N1CCN(c2ccccc2)CC1
217,CCCCCCCCCC[N+](C)(C)c1ccc(C=NC(=S)N=Cc2ccc([N+](C)(C)CCCCCCCCCC)cc2)cc1.[Br-].[Br-],0.072108081,4.9327,780.844,1,0,24.72,22,0.9346,1.0,4,1,0,0,,,,,,,,,,,,,,,2.930344575,851.8136094,4,S=C(N=Cc1ccccc1)N=Cc1ccccc1
177,CC(C)c1ccc(/C=N/Nc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])cc1,0.487846583,4.0724,328.328,6,1,110.67,6,0.9346,1.0,4,0,4,0,7.6253,-0.22444,-0.10854,0.1159,0.22444,0.10854,0.16649,0.05795,17.25625539,0.239162382,0.434627382,0.101647382,3066.947,3061.426018,2.746140212,557.365666,4,C(=N/Nc1ccccc1)\c1ccccc1
372,CCCCCCNc1nc(NCCCN(C)C)nc(NCCCN(C)C)n1,0.377652927,2.591,380.585,8,3,81.24,16,0.9345,1.0,8,0,0,0,1.1634,-0.2087,0.00727,0.21597,0.2087,-0.00727,0.100715,0.107985,9.260545446,0.046967223,0.201674723,0.000244723,3842.763,3850.315875,3.210267427,1622.809072,4,c1ncncn1
11,CC1(C)SC2C(NC(=O)C(N)c3ccc(O)cc3)C(=O)N2C1C(=O)O,0.553031528,0.0237,365.411,6,4,132.96,4,0.934,5.0,3,1,5,0,3.3021,-0.22201,-0.02316,0.19885,0.22201,0.02316,0.122585,0.099425,10.05783254,0.075569938,0.247867438,0.002697438,2870.25,2865.585856,3.864166069,7314.187154,5,O=C(Cc1ccccc1)NC1C(=O)N2CCSC12
225,CCCCCCCCCCCC[N+](C)(C)CCOCCO.[Br-],0.318840569,0.9966,382.427,2,1,29.46,16,0.934,1.0,1,0,2,0,8.1089,0.00873,0.04705,0.03832,-0.00873,-0.04705,-0.02789,0.01916,52.19206681,0.020298854,0.001988854,0.057768854,3367.465,3373.197168,2.991984936,981.7138904,4,
274,CN(C)c1ccc(C=Nn2c(S)nnc2Cn2cncn2)cc1,0.561585819,1.1548,328.405,9,1,77.02,5,0.934,1.0,8,1,0,0,9.8349,-0.21119,-0.06741,0.14378,0.21119,0.06741,0.1393,0.07189,13.91014049,0.134959591,0.310204591,0.031604591,2803.613,2798.421164,2.830080945,676.2089972,4,C(=Nn1cnnc1Cn1cncn1)c1ccccc1
379,O=C1C=CC(=O)N1c1ccccc1,0.596503289,1.116,173.171,2,0,37.38,1,0.934,1.0,1,0,2,0,0.9152,-0.23895,-0.10054,0.13841,0.23895,0.10054,0.169745,0.069205,14.44982299,0.208174012,0.412521512,0.073031512,1223.426,,2.592578801,391.362132,4,O=C1C=CC(=O)N1c1ccccc1
184,CC1(c2ccccc2)Nc2ccccc2N=C2CCCCC21,0.757842688,5.2902,290.41,2,1,24.39,1,0.933,1.0,2,0,0,0,3.2004,-0.18158,-0.02278,0.1588,0.18158,0.02278,0.10218,0.0794,12.59445844,0.065747811,0.207627811,0.003267811,2536.944,2536.699704,2.798010613,628.0737076,4,c1ccc(C2Nc3ccccc3N=C3CCCCC32)cc1
441,COc1ccccc1C1=NOC(C)([C@@H]2CC=C(C)C(=O)C2)C1,0.857887941,3.5037,299.37,4,0,47.89,3,0.9328,1.0,1,0,3,0,6.8949,-0.21903,-0.04263,0.1764,0.21903,0.04263,0.13083,0.0882,11.33786848,0.09703225,0.27196225,0.01030225,2745.977,2745.68541,2.259370717,181.7066062,3,O=C1C=CC[C@@H](C2CC(c3ccccc3)=NO2)C1
1097,c1ccc2c(c1)OCCOc1ccccc1-c1nnc-2s1,0.635027937,3.6433,296.351,5,0,44.24,0,0.932,0.01,2,1,2,0,3.0078,-0.22797,-0.06955,0.15842,0.22797,0.06955,0.14876,0.07921,12.6246686,0.139689039,0.328054039,0.030534039,2517.048,2522.02716,2.919582106,830.9638022,4,c1ccc2c(c1)OCCOc1ccccc1-c1nnc-2s1
678,O=C(C/N=C\\C=C\\c1ccccc1)O[K],0.575799902,1.3973,227.304,3,0,38.66,4,0.931,0.25,1,0,2,0,9.7675,-0.17852,-0.05851,0.12001,0.17852,0.05851,0.118515,0.060005,16.66527789,0.117038624,0.265556124,0.028526124,1794.961,1790.706575,3.127730548,1341.932118,4,c1ccccc1
376,O=C(OCc1ccc(O)c2ncccc12)c1ccc(Cl)cc1,0.743739296,3.9508,313.74,4,1,59.42,3,0.931,1.0,1,0,3,0,1.6454,-0.20999,-0.06735,0.14264,0.20999,0.06735,0.13867,0.07132,14.02131239,0.134810494,0.309140494,0.031800494,2732.945,2737.271902,3.090039078,1230.379476,4,O=C(OCc1cccc2ncccc12)c1ccccc1
1211,O=S(=O)(O)CCC[n+]1ccn(Cc2ccc(OC(=C(C(F)(C(F)(F)F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F)C(F)(F)F)cc2)c1,0.124452138,6.9628,727.413,4,1,72.41,10,0.931,0.01,2,1,4,0,16.8136,-0.07477,-0.05979,0.01498,0.07477,0.05979,0.06728,0.00749,133.5113485,0.302176128,0.373201128,0.238641128,4589.808,4583.178347,2.713287262,516.7580633,4,c1ccc(Cn2cc[nH+]c2)cc1
1248,CCCCCCCCCCCCCCCCC1=NCCN1CCNCCNCC[N+](CCC(=O)c1ccccc1)(CCC(=O)c1ccccc1)C(Cl)c1ccccc1,0.020655321,11.0515,813.636,6,2,73.8,34,0.931,0.0075,5,0,2,0,9.0393,-0.06002,-0.04127,0.01875,0.06002,0.04127,0.050645,0.009375,106.6666667,0.136795521,0.192128021,0.090838021,7993.341,8004.023923,2.493314886,311.3973308,4,O=C(CC[N+](CCNCCNCCN1C=NCC1)(CCC(=O)c1ccccc1)Cc1ccccc1)c1ccccc1
452,O(CC1CO1)C[C@@H]1[C@H](OCC2CO2)[C@H](OCC2CO2)[C@@H](OCC2CO2)[C@H](OC)O1,0.330442888,-0.8749,418.439,10,0,105.5,14,0.9308,1.0,0,0,10,0,4.956,-0.23946,0.0481,0.28756,0.23946,-0.0481,0.09568,0.14378,6.955070246,0.03183566,0.19940566,0.00804566,3147.679,3149.422962,3.343914508,2207.570122,5,C(OC[C@H]1OC[C@H](OCC2CO2)[C@@H](OCC2CO2)[C@H]1OCC1CO1)C1CO1
626,CCCCCCCCNc1nc(NCCCN(C)C)nc(NCCCN(C)C)n1,0.319052089,3.3712,408.639,8,3,81.24,18,0.9301,0.5,8,0,0,0,1.3977,-0.20786,0.00354,0.2114,0.20786,-0.00354,0.10216,0.1057,9.460737938,0.049369279,0.204379279,5.93e-05,4239.715,4241.489312,3.210267427,1622.809072,4,c1ncncn1
1290,CC(C)(c1ccc(OC(=S)SCC2CO2)cc1)c1ccc(OC(=S)SCC2CO2)cc1,0.348316717,5.6039,492.709,8,0,43.52,8,0.93,0.001,0,4,4,0,9.547,-0.21367,-0.08194,0.13173,0.21367,0.08194,0.147805,0.065865,15.18257041,0.165841631,0.346579131,0.050969131,4481.993,4471.693624,3.037005556,1088.944023,4,S=C(Oc1ccc(Cc2ccc(OC(=S)SCC3CO3)cc2)cc1)SCC1CO1
56,Oc1ccccc1/C=N/c1ccccc1O,0.753464549,2.8484,213.236,3,2,52.82,2,0.93,5.0,1,0,2,0,1.617,-0.19998,-0.04152,0.15846,0.19998,0.04152,0.12075,0.07923,12.62148176,0.092014152,0.252379152,0.010879152,1608.968,,3.344317295,2209.618487,5,C(=N/c1ccccc1)\c1ccccc1
74,COc1ccc(O)c(/C=N/c2ccccc2O)c1,0.814653928,2.857,243.262,4,2,62.05,3,0.93,2.5,1,0,3,0,3.5352,-0.20756,-0.06608,0.14148,0.20756,0.06608,0.13682,0.07074,14.13627368,0.132313489,0.304503489,0.030863489,2252.151,2249.671644,3.341022753,2192.919823,5,C(=N/c1ccccc1)\c1ccccc1
203,Cc1ccccc1N=Cc1ccccc1O,0.758000611,3.45122,211.264,2,1,32.59,2,0.93,1.0,1,0,1,0,2.3641,-0.22251,-0.05553,0.16698,0.22251,0.05553,0.13902,0.08349,11.97748233,0.115741768,0.296506768,0.018466768,1628.497,1630.590875,3.261963843,1827.948026,4,C(=Nc1ccccc1)c1ccccc1
299,COc1ccc(O)c(/C=N/N2C(=O)c3ccccc3NC2c2cc(OC)ccc2O)c1,0.544882981,3.7156,419.437,7,3,103.62,5,0.93,1.0,3,0,5,0,6.4352,-0.19145,-0.05053,0.14092,0.19145,0.05053,0.12099,0.07046,14.19244962,0.103878655,0.260098655,0.018118655,2931.846,2922.932888,3.126438228,1337.9449,4,O=C1c2ccccc2NC(c2ccccc2)N1/N=C/c1ccccc1
447,N1C(CC(=O)NC2CCCCC12)C1C=CC=CC=1,0.794465474,2.1484,244.338,2,2,41.13,1,0.93,1.0,2,0,1,0,4.2603,-0.22455,-0.00204,0.22251,0.22455,0.00204,0.113295,0.111255,8.988360074,0.057686203,0.226608703,1.87e-05,2571.127,2576.06131,3.115801918,1305.57528,4,O=C1CC(c2ccccc2)NC2CCCCC2N1
7,C(=N/c1ccc(Oc2ccc(Oc3ccc(/N=C/c4ccccn4)cc3)cc2)cc1)\c1ccccn1,0.219431003,7.5624,470.532,6,0,68.96,8,0.93,5.0,4,0,2,0,3.3177,-0.19824,-0.065,0.13324,0.19824,0.065,0.13162,0.06662,15.01050736,0.130019697,0.294949697,0.031709697,3937.548,3942.180128,3.105565019,1275.160993,4,C(=N/c1ccc(Oc2ccc(Oc3ccc(/N=C/c4ccccn4)cc3)cc2)cc1)\c1ccccn1
111,Cc1nccc2c1[nH]c1ccccc12,0.568427007,3.02452,182.226,1,1,28.68,0,0.93,1.2,2,0,0,0,2.801,-0.20578,-0.03807,0.16771,0.20578,0.03807,0.121925,0.083855,11.92534733,0.088639351,0.252491851,0.008641851,1672.418,,3.053609965,1131.383823,4,c1ccc2c(c1)[nH]c1cnccc12
187,Cc1cc(C)n(CC(=O)N/N=C/c2ccc(Cl)cc2)n1,0.693701966,2.30364,290.754,4,1,59.28,4,0.93,1.0,4,0,1,0,2.3223,-0.22465,-0.05898,0.16567,0.22465,0.05898,0.141815,0.082835,12.07219171,0.121394907,0.304627407,0.020997407,2617.148,2610.513996,2.997673101,994.6564441,4,O=C(Cn1cccn1)N/N=C/c1ccccc1
188,Cc1cc(C)n(CC(=O)N/N=C/c2ccc(Cl)cc2)n1,0.693701966,2.30364,290.754,4,1,59.28,4,0.93,1.0,4,0,1,0,2.3223,-0.22465,-0.05898,0.16567,0.22465,0.05898,0.141815,0.082835,12.07219171,0.121394907,0.304627407,0.020997407,2617.148,2610.513996,2.997673101,994.6564441,4,O=C(Cn1cccn1)N/N=C/c1ccccc1
232,CCCCCCCCCCCCCCCCCN1C(=O)CSc2ccccc21,0.260555783,7.9967,403.676,2,0,20.31,16,0.93,1.0,1,1,1,0,2.8278,-0.21356,-0.02601,0.18755,0.21356,0.02601,0.119785,0.093775,10.66382298,0.076504645,0.243177145,0.003607145,4417.266,4408.077576,2.851722769,710.759656,4,O=C1CSc2ccccc2N1
492,c1cc(-c2nc3ccccc3s2)nc(-c2nc3ccccc3s2)c1,0.415737599,5.635,345.452,5,0,38.67,2,0.93,0.5,3,2,0,0,2.3201,-0.22715,-0.06966,0.15749,0.22715,0.06966,0.148405,0.078745,12.699219,0.139844079,0.327621579,0.030811579,2874.166,2881.063533,2.778795783,600.8911155,4,c1cc(-c2nc3ccccc3s2)nc(-c2nc3ccccc3s2)c1
162,c1ccc2sc(CSCc3nc4ccccc4s3)nc2c1,0.50555122,5.3394,328.487,5,0,25.78,4,0.93,1.0,2,3,0,0,3.323,-0.22253,-0.04767,0.17486,0.22253,0.04767,0.1351,0.08743,11.43772161,0.104380705,0.283195705,0.012995705,2867.926,2863.110912,2.737663073,546.5917511,4,c1ccc2sc(CSCc3nc4ccccc4s3)nc2c1
60,Sc1nc(/N=C/c2cccs2)n[nH]1,0.587323849,1.9055,210.287,5,2,53.93,2,0.93,5.0,4,2,0,0,1.61,-0.21281,-0.06159,0.15122,0.21281,0.06159,0.1372,0.07561,13.22576379,0.124479831,0.299484831,0.025084831,1301.623,1297.918548,2.699987761,501.1731093,4,C(=N/c1nc[nH]n1)\c1cccs1
957,O(CC1CO1)C[C@@H]1[C@@H](OCC2CO2)[C@H](OCC2CO2)[C@@H](OCC2CO2)[C@H](OC)O1,0.330442888,-0.8749,418.439,10,0,105.5,14,0.9298,0.1,0,0,10,0,4.0079,-0.24249,0.05479,0.29728,0.24249,-0.05479,0.09385,0.14864,6.727664155,0.029628036,0.197798036,0.010098036,3782.448,3791.518416,3.343914508,2207.570122,5,C(OC[C@H]1OC[C@H](OCC2CO2)[C@@H](OCC2CO2)[C@@H]1OCC1CO1)C1CO1
287,COC1C2OC(C)(C)O[C@H]2C[C@@H]1C1CO1,0.64136038,0.9402,214.261,4,0,40.22,2,0.929,1.0,0,0,4,0,0.6587,-0.24461,0.06727,0.31188,0.24461,-0.06727,0.08867,0.15594,6.412722842,0.025209596,0.191849596,0.014509596,1840.369,1843.8047,3.073838639,1185.32826,4,C1OC2C[C@@H](C3CO3)C[C@@H]2O1
958,O(CC1CO1)C[C@@H]1[C@H](OCC2CO2)[C@H](OCC2CO2)[C@@H](OCC2CO2)[C@H](OC)O1,0.330442888,-0.8749,418.439,10,0,105.5,14,0.9287,0.1,0,0,10,0,4.956,-0.23946,0.0481,0.28756,0.23946,-0.0481,0.09568,0.14378,6.955070246,0.03183566,0.19940566,0.00804566,3147.679,3149.422962,3.343914508,2207.570122,5,C(OC[C@H]1OC[C@H](OCC2CO2)[C@@H](OCC2CO2)[C@H]1OCC1CO1)C1CO1
669,Clc1ccc(/C=N/c2ccc(-c3ccc(/N=C/c4ccc(Cl)cc4)cc3)cc2)cc1,0.28602442,8.1616,429.35,2,0,24.72,5,0.9287,0.25,2,0,0,0,,,,,,,,,,,,,3392.696,3397.85834,3.202517913,1594.108629,4,C(=N/c1ccc(-c2ccc(/N=C/c3ccccc3)cc2)cc1)\c1ccccc1
1281,c1ccc(N(CC2CO2)CC2CO2)cc1,0.678032221,1.2906,205.257,3,0,28.3,5,0.928,0.001,1,0,2,0,0.9751,-0.19562,0.00082,0.19644,0.19562,-0.00082,0.0974,0.09822,10.18122582,0.048293423,0.194803423,3.42e-06,1582.548,,2.944888631,880.8229688,4,c1ccc(N(CC2CO2)CC2CO2)cc1
64,O=C(N/N=C/c1ccc(O)cc1)c1cccnc1,0.632070638,1.5511,241.25,4,2,74.58,3,0.928,4.0,3,0,2,0,3.0419,-0.2105,-0.05779,0.15271,0.2105,0.05779,0.134145,0.076355,13.09671927,0.117836953,0.290159453,0.021869453,2250.492,,3.266423463,1846.815295,4,O=C(N/N=C/c1ccccc1)c1cccnc1
378,O=c1[nH]c2ccccc2nc1/C=C/c1ccc(Cl)cc1,0.777972763,3.7469,282.73,2,1,45.75,2,0.928,1.0,2,0,1,0,4.1556,-0.21498,-0.08034,0.13464,0.21498,0.08034,0.14766,0.06732,14.85442662,0.161939064,0.343259064,0.047939064,2054.859,2059.982442,3.034833915,1083.512473,4,O=c1[nH]c2ccccc2nc1/C=C/c1ccccc1
936,Oc1ccccc1-c1nc(-c2ccccc2)c(-c2ccccc2)n1-c1ccccc1,0.377585537,6.5789,388.47,3,1,38.05,4,0.928,0.1,2,0,1,0,4.4215,-0.19102,-0.0271,0.16392,0.19102,0.0271,0.10906,0.08196,12.20107369,0.072560295,0.222600295,0.004480295,3327.749,3329.92645,2.94001635,870.996379,4,c1ccc(-c2nc(-c3ccccc3)n(-c3ccccc3)c2-c2ccccc2)cc1
448,N1C2=CC=CC=C2N(CC2CO2)C=1,0.644676517,1.4351,174.203,3,0,30.35,2,0.928,1.0,2,0,1,0,4.7274,-0.21814,-0.01554,0.2026,0.21814,0.01554,0.11684,0.1013,9.871668312,0.067381962,0.234871962,0.001191962,1755.925,,2.871063011,743.1269494,4,c1ccc2c(c1)ncn2CC1CO1
275,CN(C)Cc1ccc(O)c2ncccc12,0.808795169,2.002,202.257,3,1,36.36,2,0.928,1.0,2,0,1,0,3.2916,-0.20184,-0.0595,0.14234,0.20184,0.0595,0.13067,0.07117,14.05086413,0.119956786,0.286211786,0.024871786,2190.435,2187.514206,2.459261362,287.9130581,3,c1ccc2ncccc2c1
847,CN(C)c1ccc(/C=N/c2ccc(-c3ccc(/N=C/c4ccc(N(C)C)cc4)cc3)cc2)cc1,0.286601402,6.9868,446.598,4,0,31.2,7,0.9278,0.1,4,0,0,0,1.059,-0.19107,-0.0373,0.15377,0.19107,0.0373,0.114185,0.076885,13.00643819,0.084790364,0.237417864,0.009047864,4771.569,4772.26594,2.829948069,676.0021367,4,C(=N/c1ccc(-c2ccc(/N=C/c3ccccc3)cc2)cc1)\c1ccccc1
983,CC(=O)C(/N=N/c1ccccc1)=N\c1ccc(Br)cc1,0.450683946,4.852,330.185,3,0,54.15,3,0.9273,0.05,3,0,1,0,3.8358,-0.22508,-0.109,0.11608,0.22508,0.109,0.16704,0.05804,17.2294969,0.240371826,0.436431826,0.102351826,2459.898,2452.23044,2.897661993,790.0634902,4,C(=N/c1ccccc1)\N=N\c1ccccc1
505,CC(C)c1ccc(/C=N/Nc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])cc1,0.487846583,4.0724,328.328,6,1,110.67,6,0.9273,0.5,4,0,4,0,7.6253,-0.22444,-0.10854,0.1159,0.22444,0.10854,0.16649,0.05795,17.25625539,0.239162382,0.434627382,0.101647382,3066.947,3061.426018,2.746140212,557.365666,4,C(=N/Nc1ccccc1)\c1ccccc1
462,c1ccc(-c2noc(-c3ccccn3)n2)nc1,0.66715862,2.1936,224.223,5,0,64.7,2,0.9271,0.8,4,0,1,0,2.0619,-0.24771,-0.0716,0.17611,0.24771,0.0716,0.159655,0.088055,11.35653853,0.144737488,0.348419988,0.029109988,1767.684,,2.940753919,872.4768641,4,c1ccc(-c2noc(-c3ccccn3)n2)nc1
908,O=C(O[K])C(Cc1c[nH]c2ccccc12)/N=C\\C=C\\c1ccccc1,0.542892761,3.4899,356.466,3,1,54.45,6,0.927,0.1,2,0,2,0,10.5316,-0.15795,-0.05958,0.09837,0.15795,0.05958,0.108765,0.049185,20.33140185,0.120258465,0.253615965,0.036085965,2608.406,2623.31088,2.966499673,925.762688,4,C(/C=C/c1ccccc1)=N/CCc1c[nH]c2ccccc12
1223,Oc1ccccc1-c1nc(-c2ccccc2)c(-c2ccccc2)n1-c1ccccc1,0.377585537,6.5789,388.47,3,1,38.05,4,0.927,0.01,2,0,1,0,4.4215,-0.19102,-0.0271,0.16392,0.19102,0.0271,0.10906,0.08196,12.20107369,0.072560295,0.222600295,0.004480295,3327.749,3329.92645,2.94001635,870.996379,4,c1ccc(-c2nc(-c3ccccc3)n(-c3ccccc3)c2-c2ccccc2)cc1
683,CCCCCCCCNc1nc(NCCCN(C)C)nc(NCCCN(C)C)n1,0.319052089,3.3712,408.639,8,3,81.24,18,0.9265,0.25,8,0,0,0,1.3977,-0.20786,0.00354,0.2114,0.20786,-0.00354,0.10216,0.1057,9.460737938,0.049369279,0.204379279,5.93e-05,4239.715,4241.489312,3.210267427,1622.809072,4,c1ncncn1
362,O=C(Cn1c(-c2ccc(Cl)cc2)nc2ccccc21)Nc1ccccc1,0.555933285,4.9954,361.832,3,1,46.92,4,0.926,1.0,3,0,1,0,2.8821,-0.22507,-0.04252,0.18255,0.22507,0.04252,0.133795,0.091275,10.95590249,0.098061364,0.277493864,0.009903864,2553.598,2559.173099,2.886131064,769.3625888,4,O=C(Cn1c(-c2ccccc2)nc2ccccc21)Nc1ccccc1
